9.157	-1.336	0.500	-0.001
9.317	-1.189	0.500	-0.001
8.752	-0.030	0.500	-0.000
8.332	-1.517	0.500	-0.001
8.783	-1.182	0.500	-0.001
9.886	-1.410	0.500	-0.001
9.613	-1.323	0.500	-0.001
9.879	-1.209	0.500	-0.001
9.532	-1.952	0.500	-0.001
9.841	-1.513	0.500	-0.001
9.357	-0.787	0.500	-0.000
8.583	-1.172	0.500	-0.001
8.258	-1.761	0.500	-0.001
8.699	-0.429	0.500	-0.000
9.735	-0.305	0.500	-0.000
9.359	-1.282	0.500	-0.001
9.706	-1.483	0.500	-0.001
9.175	-1.299	0.500	-0.001
8.553	-0.030	0.500	-0.000
9.865	0.459	0.500	0.000
11.542	-1.828	0.500	-0.001
12.711	-0.626	0.500	-0.000
13.798	-1.493	0.500	-0.001
14.777	-0.820	0.500	-0.000
15.657	-1.152	0.500	-0.001
16.448	-0.861	0.500	-0.000
17.166	-0.408	0.500	-0.000
17.826	-1.316	0.500	-0.001
18.439	-2.856	0.500	-0.001
19.012	-1.359	0.500	-0.001
19.557	-1.165	0.500	-0.001
20.073	-1.788	0.500	-0.001
20.571	-0.325	0.500	-0.000
21.041	-1.212	0.500	-0.001
21.517	-0.248	0.500	-0.000
21.942	-0.499	0.500	-0.000
22.299	-1.165	0.500	-0.001
22.745	0.961	0.500	0.000
23.083	8.374	0.500	0.004
23.476	20.257	0.500	0.010
23.942	31.828	0.500	0.016
24.295	36.566	0.500	0.018
24.666	38.431	0.500	0.019
25.033	39.851	0.500	0.020
25.383	40.366	0.500	0.020
25.728	41.110	0.500	0.021
26.067	40.969	0.500	0.020
26.401	40.346	0.500	0.020
26.729	40.219	0.500	0.020
27.053	40.925	0.500	0.020
27.376	41.672	0.500	0.021
27.695	40.657	0.500	0.020
28.007	40.865	0.500	0.020
28.333	42.442	0.500	0.021
28.619	41.622	0.500	0.021
28.920	40.822	0.500	0.020
29.216	41.826	0.500	0.021
29.514	41.170	0.500	0.021
29.806	41.772	0.500	0.021
30.106	42.462	0.500	0.021
30.379	41.545	0.500	0.021
30.661	41.679	0.500	0.021
30.940	41.056	0.500	0.021
31.217	42.231	0.500	0.021
31.490	42.017	0.500	0.021
31.763	41.933	0.500	0.021
32.033	42.686	0.500	0.021
32.299	42.419	0.500	0.021
32.561	42.666	0.500	0.021
32.824	43.179	0.500	0.022
33.084	42.763	0.500	0.021
33.342	43.051	0.500	0.022
33.598	43.004	0.500	0.022
33.853	41.766	0.500	0.021
34.106	42.526	0.500	0.021
34.356	42.713	0.500	0.021
34.608	42.067	0.500	0.021
34.858	42.750	0.500	0.021
35.108	43.088	0.500	0.022
35.362	42.690	0.500	0.021
35.613	42.211	0.500	0.021
35.864	44.052	0.500	0.022
36.119	42.208	0.500	0.021
36.377	42.817	0.500	0.021
