299.987	106.932	0.500	0.053
299.987	107.689	0.500	0.054
299.992	106.504	0.500	0.053
299.996	106.581	0.500	0.053
299.966	105.727	0.500	0.053
299.389	106.132	0.500	0.053
298.472	105.088	0.500	0.053
297.664	105.168	0.500	0.053
297.139	106.119	0.500	0.053
296.762	105.563	0.500	0.053
296.430	105.938	0.500	0.053
296.113	105.429	0.500	0.053
295.801	106.876	0.500	0.053
295.496	105.017	0.500	0.053
295.199	104.689	0.500	0.052
294.904	105.714	0.500	0.053
294.616	106.544	0.500	0.053
294.332	104.147	0.500	0.052
294.053	104.820	0.500	0.052
293.777	106.005	0.500	0.053
293.507	105.710	0.500	0.053
293.246	105.791	0.500	0.053
292.989	106.246	0.500	0.053
292.739	104.743	0.500	0.052
292.490	105.794	0.500	0.053
292.250	105.680	0.500	0.053
292.017	105.637	0.500	0.053
291.781	105.995	0.500	0.053
291.553	105.262	0.500	0.053
291.328	106.949	0.500	0.053
291.105	105.550	0.500	0.053
290.888	105.677	0.500	0.053
290.669	105.379	0.500	0.053
290.453	105.282	0.500	0.053
290.238	105.007	0.500	0.053
290.025	105.868	0.500	0.053
289.812	105.158	0.500	0.053
289.602	106.380	0.500	0.053
289.393	105.536	0.500	0.053
289.188	106.648	0.500	0.053
288.980	105.824	0.500	0.053
288.778	104.699	0.500	0.052
288.576	104.883	0.500	0.052
288.375	104.830	0.500	0.052
288.176	104.307	0.500	0.052
287.974	104.967	0.500	0.052
287.775	105.549	0.500	0.053
287.575	104.160	0.500	0.052
287.377	105.503	0.500	0.053
287.175	105.201	0.500	0.053
286.972	105.717	0.500	0.053
286.771	104.696	0.500	0.052
286.566	104.475	0.500	0.052
286.365	104.739	0.500	0.052
286.164	104.552	0.500	0.052
285.965	104.930	0.500	0.052
285.764	104.974	0.500	0.052
285.561	104.913	0.500	0.052
285.357	102.898	0.500	0.051
285.156	104.381	0.500	0.052
284.957	105.603	0.500	0.053
284.757	104.836	0.500	0.052
284.554	104.866	0.500	0.052
284.351	104.994	0.500	0.052
284.148	105.014	0.500	0.053
283.943	103.711	0.500	0.052
283.737	104.749	0.500	0.052
283.530	104.307	0.500	0.052
283.322	104.532	0.500	0.052
283.117	103.802	0.500	0.052
283.085	104.237	0.500	0.052
283.648	105.580	0.500	0.053
284.431	104.006	0.500	0.052
285.280	104.933	0.500	0.052
286.205	106.022	0.500	0.053
287.040	105.174	0.500	0.053
287.877	105.529	0.500	0.053
288.649	106.340	0.500	0.053
289.428	105.898	0.500	0.053
290.272	105.854	0.500	0.053
291.238	105.325	0.500	0.053
292.149	105.426	0.500	0.053
293.016	104.662	0.500	0.052
293.863	106.286	0.500	0.053
294.698	105.981	0.500	0.053
295.525	106.189	0.500	0.053
296.342	105.740	0.500	0.053
297.155	107.421	0.500	0.054
297.960	106.922	0.500	0.053
298.759	105.874	0.500	0.053
299.546	107.374	0.500	0.054
300.230	106.711	0.500	0.053
300.740	107.434	0.500	0.054
301.042	107.089	0.500	0.054
301.149	107.297	0.500	0.054
301.103	106.852	0.500	0.053
300.950	107.290	0.500	0.054
300.732	105.804	0.500	0.053
300.481	108.298	0.500	0.054
300.224	106.299	0.500	0.053
299.975	108.529	0.500	0.054
299.752	107.176	0.500	0.054
299.489	107.759	0.500	0.054
298.802	107.274	0.500	0.054
297.944	105.767	0.500	0.053
297.270	106.058	0.500	0.053
296.868	105.666	0.500	0.053
296.572	105.841	0.500	0.053
296.344	106.410	0.500	0.053
296.756	105.827	0.500	0.053
297.530	105.412	0.500	0.053
298.409	106.112	0.500	0.053
299.309	106.413	0.500	0.053
300.134	106.018	0.500	0.053
300.777	106.969	0.500	0.053
301.179	107.153	0.500	0.054
301.346	107.287	0.500	0.054
301.330	106.125	0.500	0.053
301.185	106.845	0.500	0.053
300.965	107.863	0.500	0.054
300.705	106.735	0.500	0.053
300.409	106.872	0.500	0.053
300.146	106.654	0.500	0.053
299.873	106.336	0.500	0.053
299.621	107.404	0.500	0.054
299.405	107.036	0.500	0.054
299.243	106.547	0.500	0.053
299.153	107.140	0.500	0.054
299.145	106.303	0.500	0.053
299.226	107.417	0.500	0.054
299.386	107.374	0.500	0.054
299.603	107.103	0.500	0.054
299.850	105.851	0.500	0.053
300.084	106.765	0.500	0.053
300.280	105.961	0.500	0.053
300.416	106.400	0.500	0.053
300.486	107.096	0.500	0.054
300.493	105.931	0.500	0.053
300.448	107.759	0.500	0.054
300.365	107.558	0.500	0.054
300.257	106.708	0.500	0.053
300.140	106.862	0.500	0.053
300.021	107.371	0.500	0.054
299.909	107.381	0.500	0.054
299.816	106.832	0.500	0.053
299.747	107.903	0.500	0.054
299.710	106.778	0.500	0.053
299.704	106.356	0.500	0.053
299.730	106.684	0.500	0.053
299.783	107.160	0.500	0.054
299.850	106.875	0.500	0.053
299.930	107.016	0.500	0.054
300.008	106.135	0.500	0.053
300.076	106.668	0.500	0.053
300.129	106.895	0.500	0.053
300.163	105.924	0.500	0.053
299.991	106.189	0.500	0.053
299.212	105.492	0.500	0.053
298.285	106.889	0.500	0.053
297.546	105.516	0.500	0.053
297.082	105.914	0.500	0.053
296.746	107.113	0.500	0.054
296.975	105.954	0.500	0.053
297.643	105.968	0.500	0.053
298.486	106.724	0.500	0.053
299.268	106.068	0.500	0.053
300.046	106.647	0.500	0.053
300.673	107.190	0.500	0.054
301.083	106.621	0.500	0.053
301.266	108.124	0.500	0.054
301.265	106.570	0.500	0.053
301.135	107.973	0.500	0.054
300.927	105.613	0.500	0.053
300.674	107.216	0.500	0.054
300.403	108.003	0.500	0.054
300.133	108.047	0.500	0.054
299.875	107.662	0.500	0.054
299.642	106.945	0.500	0.053
299.453	108.429	0.500	0.054
299.322	105.784	0.500	0.053
299.259	105.927	0.500	0.053
299.273	107.029	0.500	0.054
299.366	106.604	0.500	0.053
299.523	106.892	0.500	0.053
299.720	106.005	0.500	0.053
